"perc_white","perc_poverty"
0.354057591623037,0.282722513089005
0.18360433604336,0.493224932249323
0.604806408544726,0.243435692033823
0.305661688086141,0.438693990969087
0.908877721943049,0.130653266331658
0.354057591623037,0.282722513089005
0.609847198641766,0.332427843803056
0.395604395604396,0.317682317682318
0.631522611720632,0.163232539470163
0.406275358398702,0.413849066810928
0.2486646884273,0.262314540059347
0.395604395604396,0.317682317682318
0.223407407407407,0.376
0.801595937613348,0.0272034820457018
0.69557167103842,0.12729517049838
0.2486646884273,0.262314540059347
0.27008547008547,0.291168091168091
0.604806408544726,0.243435692033823
0.354057591623037,0.282722513089005
0.604806408544726,0.243435692033823
0.69557167103842,0.12729517049838
0.604806408544726,0.243435692033823
0.488488907492675,0.0908329845123483
0.69557167103842,0.12729517049838
0.769369369369369,0.126576576576577
0.69557167103842,0.12729517049838
0.354057591623037,0.282722513089005
0.103908794788274,0.330618892508143
0.744751908396947,0.127862595419847
0.356518504742421,0.172772921703552
0.27008547008547,0.291168091168091
0.69557167103842,0.12729517049838
0.2486646884273,0.262314540059347
0.69557167103842,0.12729517049838
0.69557167103842,0.12729517049838
0.395604395604396,0.317682317682318
0.354057591623037,0.282722513089005
0.69557167103842,0.12729517049838
0.693646649260226,0.190600522193211
0.604806408544726,0.243435692033823
0.693646649260226,0.190600522193211
0.734733756717147,0.115290669272106
0.319538188277087,0.313499111900533
0.2947086403215,0.306430006697924
0.751243781094527,0.189883913764511
0.69557167103842,0.12729517049838
0.537674037674038,0.0999180999180999
0.69557167103842,0.12729517049838
0.604806408544726,0.243435692033823
0.354057591623037,0.282722513089005
0.769369369369369,0.126576576576577
0.69557167103842,0.12729517049838
0.406275358398702,0.413849066810928
0.406275358398702,0.413849066810928
0.604806408544726,0.243435692033823
NA,NA
0.69557167103842,0.12729517049838
0.604806408544726,0.243435692033823
0.354057591623037,0.282722513089005
0.368208092485549,0.315992292870906
0.354057591623037,0.282722513089005
0.69557167103842,0.12729517049838
0.103908794788274,0.330618892508143
0.604806408544726,0.243435692033823
0.604806408544726,0.243435692033823
0.709585933068633,0.063717148799395
0.103908794788274,0.330618892508143
0.603037974683544,0.302784810126582
0.604806408544726,0.243435692033823
0.709585933068633,0.063717148799395
0.604806408544726,0.243435692033823
0.69557167103842,0.12729517049838
0.68836648583484,0.174804098854732
0.604806408544726,0.243435692033823
0.69557167103842,0.12729517049838
0.69557167103842,0.12729517049838
0.69557167103842,0.12729517049838
0.604806408544726,0.243435692033823
0.354057591623037,0.282722513089005
0.69557167103842,0.12729517049838
0.368208092485549,0.315992292870906
0.27008547008547,0.291168091168091
0.2486646884273,0.262314540059347
0.604806408544726,0.243435692033823
0.744751908396947,0.127862595419847
0.488488907492675,0.0908329845123483
0.69557167103842,0.12729517049838
