"x","y"
-93.2493452516394,44.9901366019276
-93.2527695600497,44.9831021194606
-93.2553697121059,44.9857213242815
-93.2981061911791,44.9815248378362
-93.3112378457407,44.9812268591632
-93.3109836846515,44.9809808380209
-93.3054841983113,44.9824830275259
-93.3046303688805,44.9767247454905
-93.2745375389241,44.9769858157146
-93.2770398616751,44.9725686010828
-93.2684594140065,44.9752205488526
-93.2966204132697,44.9737998682122
-93.3270543214236,44.9667843185691
-93.318938877761,44.9683372308588
-93.3042058298465,44.9728878635143
-93.3117546674828,44.9682064398896
-93.3268526526902,44.9681132327447
-93.3256203825942,44.9717340993065
-93.3169367720318,44.9671766578227
-93.3168882311059,44.9678951864839
-93.3196268544192,44.9696534303935
-93.3162829623999,44.9715011762919
-93.308016679588,44.9758662323512
-93.2648184220216,44.97172197668
-93.267364822134,44.9713036430177
-93.2989242544848,44.961543310771
-93.2938136380697,44.9689661565676
-93.2903120792355,44.9726490910411
-93.2914231372704,44.9724252111962
-93.2993465368406,44.9693697263055
-93.2898979106417,44.97103707727
-93.2753817045403,44.964792237267
-93.2345908861483,44.9627778645881
-93.2355823969049,44.959540866829
-93.3115526590068,44.9655415408303
-93.3153125811973,44.9544473970698
-93.3232827167618,44.9533477582386
-93.3213769961013,44.9497680261439
-93.3053757591621,44.953236430377
-93.3115414850957,44.9579592666662
-93.3170996635759,44.9631812330068
-93.3097605491971,44.9557704948793
-93.3073233072996,44.9572082549404
-93.3162921573577,44.9643021832952
-93.3097636161089,44.9604820403198
-93.3223591283666,44.9518915915692
-93.3016935341233,44.954668031263
-93.3201793111329,44.9520611461656
-93.2974983485234,44.9607914420875
-93.2980444743277,44.9527412428973
-93.2715807205856,44.9569155214531
-93.2759377530983,44.9610548497824
-93.284723127056,44.953190686212
-93.2810042293091,44.9533147039725
-93.2300949588007,44.950608077198
-93.2349153653422,44.9496754848916
-93.2278661068433,44.9490062571652
-93.2223454851617,44.9538492694842
-93.2262669084815,44.9537875431282
-93.2197395660361,44.9547867268957
-93.2388194193262,44.9565871859018
-93.2400817563498,44.952748306908
-93.2231852891239,44.9582103394729
-93.2120870527099,44.9550675399318
-93.21596063426,44.9452481381911
-93.2060838341148,44.9484253908647
-93.2090841240757,44.947854989082
-93.2073329916075,44.9450030168155
-93.2054771780685,44.9499722756492
-93.2119288940956,44.9532368085043
-93.239545006515,44.9373345415218
-93.2314773064925,44.9364501702943
-93.2418950035093,44.9367354858239
-93.2345353944379,44.9412791785551
-93.2266005149476,44.9419888879537
-93.2267361834785,44.9451284149733
-93.2287157893238,44.9449491603716
-93.2253995828308,44.9372470316827
-93.2296022008146,44.9361852065759
-93.2203416946698,44.9446039164775
-93.2218250841756,44.9480795229462
-93.2154461304344,44.9403682036511
-93.2029762166571,44.9413365625428
-93.2073726994387,44.9392670864299
-93.2027319038338,44.9403253862608
-93.3131682727413,44.9337149542931
-93.3159358722935,44.9378943287921
-93.3170291458165,44.9453034792909
-93.3221939627321,44.9442967377951
-93.3099211761127,44.9458354042038
-93.3207657584332,44.9423113415749
-93.3125681544343,44.930756724965
-93.3155515344506,44.9449566579053
-93.3189813461197,44.946662689247
-93.3223679147938,44.9399736407681
-93.31870185986,44.941499792676
-93.3112704320385,44.9474934240476
-93.3048783428818,44.9436360968499
-93.3245143362206,44.9425593329584
-93.3250183559514,44.9478288441547
-93.2987522736132,44.9493008583524
-93.2997600476474,44.9425329287603
-93.2998813960184,44.94909731034
-93.2874898699427,44.9361649248097
-93.2811155267754,44.9412266427747
-93.2812721894784,44.9358914851341
-93.2442559437384,44.9362074136582
-93.2450327782642,44.936928556634
-93.3246059390053,44.920834920995
-93.321735830326,44.9340616876989
-93.3269691827808,44.9245212641925
-93.3275611181073,44.9301588671678
-93.3211063816382,44.9308293235009
-93.2996607422829,44.9341513794326
-93.2766691772378,44.931093848058
-93.3076163558277,44.9287131976512
-93.2793877429512,44.9280434599344
-93.2885345971882,44.9338246812896
-93.3039236964385,44.9245765355504
-93.2828150195586,44.928076694567
-93.2911341158647,44.9306956447876
-93.30892767104,44.9321369935582
