"x","y"
-93.2801996748573,44.9996769619127
-93.2879898578147,45.0053547043753
-93.2764310284414,44.976807504401
-93.2930646025514,45.0126876467099
-93.2848071357462,44.971703793822
-93.2801996748573,44.9996769619127
-93.2625517482813,44.9667227454983
-93.2745832361228,44.9435086025655
-93.2676570788568,44.9684854685775
-93.2651062676918,44.9633237068864
-93.2470197737126,44.9597441831956
-93.2728289260859,44.9458132732129
-93.2568035383727,44.9627202842114
-93.2690129150983,44.9821365789334
-93.2719634055979,44.9816549707868
-93.2511806551243,44.9546404824397
-93.2887280807388,45.0293649161047
-93.2764310284414,44.976807504401
-93.2870742221136,44.9973730667773
-93.2789393537851,44.9792403777656
-93.2719634055979,44.9816549707868
-93.2764310284414,44.976807504401
-93.3146080005935,45.0020128493952
-93.2724990871714,44.9796259399615
-93.2467053462952,45.0023202946919
-93.2731162414497,44.981647575906
-93.2849309541351,45.0053556405797
-93.3057151832356,44.9913279524934
-93.2464500962954,45.014968788549
-93.2911827793549,45.0185257224975
-93.2887280807388,45.0293649161047
-93.2719634055979,44.9816549707868
-93.2470197737126,44.9597441831956
-93.2724990871714,44.9796259399615
-93.2731162414497,44.981647575906
-93.2745832361228,44.9435086025655
-93.2801996748573,44.9996769619127
-93.2742837360104,44.9799862477143
-93.2716992676667,45.0080359539214
-93.27881907925,44.9784071983187
-93.2716992676667,45.0080359539214
-93.2423221614951,44.9479495455651
-93.2722252591133,44.9483539788158
-93.3019186764694,44.9991133692083
-93.287417948084,44.9537391889693
-93.2718830845334,44.9800647031563
-93.2696275882298,44.9449776346074
-93.2719595078078,44.980832637418
-93.2789393537851,44.9792403777656
-93.2801996748573,44.9996769619127
-93.2467053462952,45.0023202946919
-93.2731162414497,44.981647575906
-93.2651062676918,44.9633237068864
-93.2651062676918,44.9633237068864
-93.2789393537851,44.9792403777656
0,0
-93.2731406621507,44.9808082812327
-93.2776363591435,44.9753350274992
-93.2801996748573,44.9996769619127
-93.2569193518741,44.9519462984242
-93.2849309541351,45.0053556405797
-93.2702303676669,44.979295118553
-93.3057151832356,44.9913279524934
-93.27881907925,44.9784071983187
-93.2773601343802,44.9767736870152
-93.2970040564321,44.9488120804841
-93.3057151832356,44.9913279524934
-93.2786091384765,44.962692643085
-93.27881907925,44.9784071983187
-93.2970040564321,44.9488120804841
-93.2773601343802,44.9767736870152
-93.2747730393625,44.9828265415692
-93.2555544695977,44.9323298822259
-93.2789393537851,44.9792403777656
-93.2718830845334,44.9800647031563
-93.2731090693005,44.9791866752277
-93.2731162414497,44.981647575906
-93.27881907925,44.9784071983187
-93.2801996748573,44.9996769619127
-93.2719595078078,44.980832637418
-93.2620410793985,44.9483580496967
-93.2880462917775,45.0304307204212
-93.2470197737126,44.9597441831956
-93.2789393537851,44.9792403777656
-93.2464500962954,45.014968788549
-93.3146080005935,45.0020128493952
-93.2691089494938,44.9762240457358
-93.2849309541351,45.0053556405797
-93.2724990871714,44.9796259399615
-93.267655210361,44.9645244918372
-93.2718830845334,44.9800647031563
-93.2880462917775,45.0304307204212
-93.2763263648293,44.9787944214381
-93.2731090693005,44.9791866752277
-93.3107720505999,45.0073800585274
-93.2719595078078,44.980832637418
-93.2970040564321,44.9488120804841
-93.2716992676667,45.0080359539214
-93.3056975286453,45.0105188634693
-93.2870742221136,44.9973730667773
-93.27881907925,44.9784071983187
-93.2731090693005,44.9791866752277
-93.2719595078078,44.980832637418
-93.2731162414497,44.981647575906
-93.2778132616775,44.9633268283735
-93.2764310284414,44.976807504401
-93.2880462917775,45.0304307204212
-93.2690129150983,44.9821365789334
-93.27881907925,44.9784071983187
-93.2731162414497,44.981647575906
-93.2731090693005,44.9791866752277
-93.2473402288256,45.0158684562717
-93.2747730393625,44.9828265415692
-93.2970040564321,44.9488120804841
-93.2731406621507,44.9808082812327
-93.2473666581596,45.0093898611263
-93.2849309541351,45.0053556405797
-93.2813508928434,44.9677258429124
-93.2731090693005,44.9791866752277
-93.2779340859815,44.9448458822396
-93.2910504718866,44.9996938914847
-93.2719595078078,44.980832637418
-93.2690129150983,44.9821365789334
-93.2747730393625,44.9828265415692
-93.2731162414497,44.981647575906
-93.2719634055979,44.9816549707868
-93.2719634055979,44.9816549707868
-93.2690129150983,44.9821365789334
-93.2670339939011,44.9591081790977
-93.2696275882298,44.9449776346074
-93.2779340859815,44.9448458822396
-93.2718830845334,44.9800647031563
-93.3089463182097,44.9289405441913
-93.2448519637606,44.9572172973742
-93.2868230935843,44.9991351634191
-93.2524552827658,45.0099391209052
-93.2802669550788,44.9781220808003
-93.2690129150983,44.9821365789334
-93.2718830845334,44.9800647031563
-93.3089017150592,45.0204626144731
-93.27881907925,44.9784071983187
-93.296205216091,45.0077587576241
-93.2719595078078,44.980832637418
-93.2801996748573,44.9996769619127
-93.2718830845334,44.9800647031563
-93.2719595078078,44.980832637418
-93.2708064087496,44.9816610382992
-93.2764310284414,44.976807504401
-93.2880462917775,45.0304307204212
-93.2724990871714,44.9796259399615
-93.2556367624642,45.0030747262469
-93.2696275882298,44.9449776346074
-93.2719595078078,44.980832637418
-93.3069451978451,45.0069152151947
-93.2970040564321,44.9488120804841
-93.2735163717385,44.9774395402186
-93.3114330166129,44.9915187508436
-93.2719595078078,44.980832637418
-93.27881907925,44.9784071983187
-93.2690129150983,44.9821365789334
-93.277025372698,44.978019222755
-93.2472582952852,44.9689746474103
-93.2731162414497,44.981647575906
-93.2933507572919,44.9991529189298
-93.2740593727851,44.940524593929
-93.2742837360104,44.9799862477143
-93.2841861762044,44.9731907256739
-93.2864684908124,45.000237707814
-93.27881907925,44.9784071983187
-93.27881907925,44.9784071983187
-93.2331844373396,44.9477907824099
-93.2313883691167,44.965031788327
-93.2779340859815,44.9448458822396
-93.2719542373921,44.9824690658485
-93.2982792688768,44.9488110270098
-93.2719595078078,44.980832637418
-93.3139817948904,44.9951728561731
-93.2758156645055,44.9900980468202
-93.2731162414497,44.981647575906
-93.2596770863715,44.9684232090269
-93.2801996748573,44.9996769619127
-93.2543441424659,44.9555383544161
-93.2642452720179,44.96090845893
-93.2719595078078,44.980832637418
-93.2982792688768,44.9488110270098
-93.2690129150983,44.9821365789334
-93.2731162414497,44.981647575906
-93.2731162414497,44.981647575906
-93.2728379595444,44.9492122060538
-93.2696275882298,44.9449776346074
-93.2813307633945,44.9513473684142
-93.2735163717385,44.9774395402186
-93.27881907925,44.9784071983187
-93.3114330166129,44.9915187508436
-93.2719595078078,44.980832637418
-93.2313883691167,44.965031788327
-93.3075984518214,45.0114333069693
-93.2763263648293,44.9787944214381
-93.2764310284414,44.976807504401
-93.2879890987383,44.9996854571894
-93.2734835311284,44.948354785617
-93.2763263648293,44.9787944214381
-93.2685867058185,44.9812321826058
-93.2994918885092,44.9901719891325
-93.2813307633945,44.9513473684142
-93.2716992676667,45.0080359539214
-93.2801996748573,44.9996769619127
-93.2731406621507,44.9808082812327
-93.2943252604919,45.0104328114936
-93.3075984518214,45.0114333069693
-93.2802669550788,44.9781220808003
-93.27881907925,44.9784071983187
-93.2879890987383,44.9996854571894
-93.2651062676918,44.9633237068864
-93.2763263648293,44.9787944214381
-93.2764310284414,44.976807504401
-93.2575434043154,45.0019823923856
-93.2719595078078,44.980832637418
-93.2696275882298,44.9449776346074
-93.2556367624642,45.0030747262469
-93.2731406621507,44.9808082812327
-93.27881907925,44.9784071983187
-93.2472582952852,44.9689746474103
-93.2718830845334,44.9800647031563
-93.2560142695809,44.9876465434437
