X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.2701995267066,44.9792828724613,0004XX NICOLLET MALL,MP2023700350,1,2023/01/10 00:00:00+00,1657,2022/04/19 00:00:00+00,2023/01/10 16:57:00+00,1232,SHOPLF,SHOPLIFTING,07 ,2023/01/11 00:00:00+00,,-93.2702,44.97928,-10382791.1174519,5618260.58787973,Downtown West,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1611
-93.2682251033739,44.9251336801247,0005XX 43RD ST E,MP2023700357,3,2023/01/10 00:00:00+00,1948,2023/01/09 00:00:00+00,2023/01/10 19:48:00+00,0,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/11 00:00:00+00,,-93.26823,44.92513,-10382571.3256772,5609743.00658417,Regina,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1612
-93.2850740800143,44.9232093503329,0004XX 44TH ST W,MP2023700360,5,2023/01/10 00:00:00+00,2046,2023/01/08 00:00:00+00,2023/01/10 20:46:00+00,35,BIKETF,BIKE THEFT,07,2023/01/11 00:00:00+00,,-93.28507,44.92321,-10384446.9451611,5609440.46035512,King Field,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1613
-93.2781054989108,44.8949327954093,0059XX NICOLLET AVE,MP2023700364,5,2023/01/10 00:00:00+00,1107,2023/01/09 00:00:00+00,2023/01/10 11:07:00+00,2000,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/11 00:00:00+00,,-93.27811,44.89493,-10383671.2062711,5604995.94329486,Windom,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1614
-93.2830898057563,44.9313772334054,0039XX PLEASANT AVE,MP20237450,5,2023/01/10 00:00:00+00,1459,2023/01/09 00:00:00+00,2023/01/10 14:59:00+00,2059,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/11 00:00:00+00,,-93.28309,44.93138,-10384226.0568056,5610724.697794,King Field,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1615
-93.2777409455005,44.9705173747268,0013XX NICOLLET MALL,MP20237454,1,2023/01/10 00:00:00+00,1550,2023/01/09 00:00:00+00,2023/01/10 15:50:00+00,200,ASLT2,ASSLT W/DNGRS WEAPON,05 ,2023/01/11 00:00:00+00,,-93.27774,44.97052,-10383630.6243561,5616881.24380765,Loring Park,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1616
-93.2831869136385,45.0248276991012,0038XX WASHINGTON AVE N,MP20237465,4,2023/01/10 00:00:00+00,1410,2023/01/10 00:00:00+00,2023/01/10 14:10:00+00,1320,THEFT,OTHER THEFT,07 ,2023/01/11 00:00:00+00,,-93.28319,45.02483,-10384236.8667922,5625430.9465224,Webber - Camden,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1617
-93.2284978618236,44.9404542679794,0034XX MINNEHAHA AVE,MP20237475,3,2023/01/10 00:00:00+00,1337,2022/12/24 00:00:00+00,2023/01/10 13:37:00+00,1700,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/11 00:00:00+00,,-93.2285,44.94045,-10378148.9094498,5612152.0954864,Howe,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1618
-93.2440110544163,44.9591436329123,0019XX 24TH ST E,MP20237512,3,2023/01/10 00:00:00+00,1532,2023/01/09 00:00:00+00,2023/01/10 15:32:00+00,1800,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/11 00:00:00+00,,-93.24401,44.95914,-10379875.8301299,5615091.77903572,Seward,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1619
-93.2925796371638,44.9963189701901,DUPONT AVE N / 17TH AVE N,MP20237518,4,2023/01/10 00:00:00+00,1416,2023/01/10 00:00:00+00,2023/01/10 14:16:00+00,845,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/11 00:00:00+00,,-93.29258,44.99632,-10385282.46,5620942.002,Near - North,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1620
-93.2880691323419,45.0248356452435,0038XX LYNDALE AVE N,MP20237519,4,2023/01/10 00:00:00+00,1824,2023/01/10 00:00:00+00,2023/01/10 18:24:00+00,130,ASLT2,ASSLT W/DNGRS WEAPON,05 ,2023/01/11 00:00:00+00,,-93.28807,45.02484,-10384780.3529205,5625432.19795556,Webber - Camden,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1621
-93.3108261956553,45.0213710054257,0036XX RUSSELL AVE N,MP20237543,4,2023/01/10 00:00:00+00,1627,2023/01/10 00:00:00+00,2023/01/10 16:27:00+00,1445,DASLT2,2ND DEG DOMES ASLT,05 ,2023/01/10 00:00:00+00,,-93.31083,45.02137,-10387313.6575984,5624886.54132672,Cleveland,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1622
-93.2712549806901,44.9725189491213,0002XX 10TH ST S,MP20237545,1,2023/01/10 00:00:00+00,1937,2022/10/20 00:00:00+00,2023/01/10 19:37:00+00,0,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/11 00:00:00+00,,-93.27125,44.97252,-10382908.6100788,5617196.19417658,Downtown West,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1623
-93.2633905438896,44.9731367003543,0006XX 7TH ST S,MP20237615,1,2023/01/10 00:00:00+00,2000,2023/01/10 00:00:00+00,2023/01/10 20:00:00+00,1652,ASLT2,ASSLT W/DNGRS WEAPON,05 ,2023/01/11 00:00:00+00,,-93.26339,44.97314,-10382033.1449671,5617293.40043502,Elliot Park,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1624
-93.254936037915,44.9368403651204,0036XX 14TH AVE S,MP20237623,3,2023/01/10 00:00:00+00,1719,2022/11/21 00:00:00+00,2023/01/10 17:19:00+00,1500,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/11 00:00:00+00,,-93.25494,44.93684,-10381091.9936572,5611583.76874035,Powderhorn Park,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1625
-93.2689780047697,44.958260686881,0024XX 5TH AVE S,MP20237646,3,2023/01/10 00:00:00+00,1722,2023/01/08 00:00:00+00,2023/01/10 17:22:00+00,700,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/11 00:00:00+00,,-93.26898,44.95826,-10382655.1382677,5614952.87730286,Phillips West,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1626
-93.2734133628232,44.9413588520564,0002XX 34TH ST E,MP20237750,3,2023/01/10 00:00:00+00,1930,2023/01/10 00:00:00+00,2023/01/10 19:30:00+00,1930,ASLT2,ASSLT W/DNGRS WEAPON,05 ,2023/01/11 00:00:00+00,,-93.27341,44.94136,-10383148.8801087,5612294.35713068,Central,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1627
-93.2873732955262,44.9669035068078,0005XX GROVELAND AVE,MP20237803,1,2023/01/10 00:00:00+00,2116,2023/01/10 00:00:00+00,2023/01/10 21:16:00+00,2116,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/11 00:00:00+00,,-93.28737,44.9669,-10384702.8927139,5616312.62471926,Loring Park,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1628
-93.2593833741045,44.923320559457,0010XX 44TH ST E,MP20237813,3,2023/01/10 00:00:00+00,2128,2023/01/10 00:00:00+00,2023/01/10 21:28:00+00,2113,DASLT2,2ND DEG DOMES ASLT,05 ,2023/01/11 00:00:00+00,,-93.25938,44.92332,-10381587.0688769,5609457.94462012,Field,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1629
-93.2973957353707,44.9542029964032,0026XX HENNEPIN AVE,MP20237818,5,2023/01/10 00:00:00+00,2118,2023/01/10 00:00:00+00,2023/01/10 21:18:00+00,2118,ROBBIZ,ROBBERY OF BUSINESS,04 ,2023/01/11 00:00:00+00,,-93.2974,44.9542,-10385818.5855552,5614314.56443459,East Isles,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1630
-93.2900130210397,44.9483642027471,0008XX LAKE ST W,MP20237858,5,2023/01/11 00:00:00+00,0,2023/01/10 00:00:00+00,2023/01/11 00:00:00+00,2228,CARJCK,ROBBERY INCLUDING AUTO THEFT,,2023/01/11 00:00:00+00,,-93.29001,44.94836,-10384996.7455633,5613396.14639177,South Uptown,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1631
-93.2764310320347,44.976807504401,0008XX HENNEPIN AVE,MP20237867,1,2023/01/10 00:00:00+00,2242,2023/01/10 00:00:00+00,2023/01/10 22:42:00+00,1800,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/11 00:00:00+00,,-93.27643,44.97681,-10383484.8054914,5617871.04105438,Downtown West,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1632
-93.266288089483,44.935061459151,0037XX OAKLAND AVE,MP20237925,3,2023/01/11 00:00:00+00,7,2023/01/10 00:00:00+00,2023/01/11 00:07:00+00,2300,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/11 00:00:00+00,,-93.26629,44.93506,-10382355.6982729,5611304.02886936,Central,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1633
-93.300086968486,44.9679535314668,0016XX MOUNT CURVE AVE,MP20237960,5,2023/01/11 00:00:00+00,140,2023/01/11 00:00:00+00,2023/01/11 01:40:00+00,140,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/11 00:00:00+00,,-93.30009,44.96795,-10386118.1722815,5616477.83568076,Lowry Hill,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1634
-93.2804314087596,44.9609030661764,0001XX 22ND ST W,MP20238006,5,2023/01/11 00:00:00+00,624,2023/01/11 00:00:00+00,2023/01/11 06:24:00+00,521,DASTR,DOMESTIC ASSAULT/STRANGULATION,05,2023/01/11 00:00:00+00,,-93.28043,44.9609,-10383930.1253623,5615368.57270556,Whittier,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1635
-93.3107697113869,45.0015011656737,0022XX RUSSELL AVE N,MP20238011,4,2023/01/11 00:00:00+00,548,2023/01/11 00:00:00+00,2023/01/11 05:48:00+00,547,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/11 00:00:00+00,,-93.31077,45.0015,-10387307.3697963,5621757.81707668,Willard - Hay,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1636
-93.261092944447,44.9622593703285,0020XX ELLIOT AVE,MP20238024,3,2023/01/11 00:00:00+00,729,2023/01/11 00:00:00+00,2023/01/11 07:29:00+00,640,ROBPAG,ROBBERY PER AGG,04 ,2023/01/11 00:00:00+00,,-93.26109,44.96226,-10381777.3774456,5615581.95195485,Ventura Village,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1637
-93.2805343898271,44.9466003076507,0001XX 31ST ST W,MP20238026,5,2023/01/11 00:00:00+00,1040,2023/01/10 00:00:00+00,2023/01/11 10:40:00+00,1800,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/11 00:00:00+00,,-93.28053,44.9466,-10383941.5891992,5613118.71140784,Lyndale,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1638
-93.2536648544144,44.9242245210702,0043XX 15TH AVE S,MP20238037,3,2023/01/11 00:00:00+00,933,2023/01/10 00:00:00+00,2023/01/11 09:33:00+00,2100,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/11 00:00:00+00,,-93.25366,44.92422,-10380950.4861917,5609600.06590948,Northrop,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1639
-93.2278655017625,44.9035429068018,0030XX 55TH ST E,MP20238045,3,2023/01/11 00:00:00+00,758,2023/01/11 00:00:00+00,2023/01/11 07:58:00+00,757,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/11 00:00:00+00,,-93.22787,44.90354,-10378078.5154412,5606349.05155834,Wenonah,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1640
-93.2283102136422,44.9296001386591,0040XX NOKOMIS AVE S,MP20238050,3,2023/01/11 00:00:00+00,828,2023/01/11 00:00:00+00,2023/01/11 08:28:00+00,804,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/11 00:00:00+00,,-93.22831,44.9296,-10378128.0204944,5610445.26940838,Howe,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1641
-93.2447431687965,44.9755389400222,0019XX 1ST ST S,MP20238094,1,2023/01/11 00:00:00+00,1150,2023/01/11 00:00:00+00,2023/01/11 11:50:00+00,430,BURGB,BURGLARY OF BUSINESS,06 ,2023/01/11 00:00:00+00,,-93.24474,44.97554,-10379957.3286916,5617671.41463501,Cedar Riverside,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1642
-93.2830041603771,44.9495481224368,0029XX PLEASANT AVE,MP20238165,5,2023/01/11 00:00:00+00,1100,2023/01/06 00:00:00+00,2023/01/11 11:00:00+00,1800,BURGB,BURGLARY OF BUSINESS,06 ,2023/01/11 00:00:00+00,,-93.283,44.94955,-10384216.5227954,5613582.36453595,Whittier,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1643
-93.2810199013904,45.002569749309,0002XX 23RD AVE N,MP20238198,4,2023/01/11 00:00:00+00,1306,2023/01/09 00:00:00+00,2023/01/11 13:06:00+00,2100,ASLT3,ASLT-SGNFCNT BDLY HM,05 ,2023/01/11 00:00:00+00,,-93.28102,45.00257,-10383995.6360887,5621926.04972424,Hawthorne,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1644
-93.2503184125887,44.9688986922997,0015XX 6TH ST S,MP20238200,1,2023/01/11 00:00:00+00,1300,2023/01/10 00:00:00+00,2023/01/11 13:00:00+00,1230,ROBPAG,ROBBERY PER AGG,04 ,2023/01/11 00:00:00+00,,-93.25032,44.9689,-10380577.9620403,5616626.54996096,Cedar Riverside,2023/01/11 00:00:00+00,2023/01/12 07:07:54+00,1645
-93.2881472911615,44.9438202878886,0032XX LYNDALE AVE S,MP20231029,5,2023/01/02 00:00:00+00,518,2023/01/02 00:00:00+00,2023/01/02 05:18:00+00,208,CARJCK,ROBBERY INCLUDING AUTO THEFT,,2023/01/02 00:00:00+00,,-93.28815,44.94382,-10384789.0534857,5612681.47211795,South Uptown,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1646
-93.2740634008308,44.9546290988243,0026XX 2ND AVE S,MP20231053,5,2023/01/02 00:00:00+00,250,2023/01/02 00:00:00+00,2023/01/02 02:50:00+00,250,ASLT4,ASLT4-LESS THAN SUBST HARM,05 ,2023/01/02 00:00:00+00,,-93.27406,44.95463,-10383221.2419601,5614381.59224994,Whittier,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1647
-93.2819663915266,45.0190612638921,0035XX WASHINGTON AVE N,MP20231061,4,2023/01/02 00:00:00+00,315,2023/01/02 00:00:00+00,2023/01/02 03:15:00+00,315,DASTR,DOMESTIC ASSAULT/STRANGULATION,05,2023/01/02 00:00:00+00,,-93.28197,45.01906,-10384100.9989337,5624522.79135978,McKinley,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1648
-93.2765819624771,44.9645834015723,0018XX 1ST AVE S,MP20231606,5,2023/01/02 00:00:00+00,1629,2023/01/02 00:00:00+00,2023/01/02 16:29:00+00,1629,ARSON,ARSON,10 ,2023/01/02 00:00:00+00,,-93.27658,44.96458,-10383501.6069841,5615947.58977873,Steven's Square - Loring Heights,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1649
-93.2829576024926,44.9555340329439,26TH ST W / PLEASANT AVE,MP2023365,5,2023/01/01 00:00:00+00,348,2023/01/01 00:00:00+00,2023/01/01 03:48:00+00,348,ASLT2,ASSLT W/DNGRS WEAPON,05 ,2023/01/01 00:00:00+00,,-93.28296,44.95553,-10384211.34,5614523.944,Whittier,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1650
-93.2731661087278,44.9799675363021,0009XX 5TH ST N,MP2023411,1,2023/01/01 00:00:00+00,447,2023/01/01 00:00:00+00,2023/01/01 04:47:00+00,447,ROBPAG,ROBBERY PER AGG,04 ,2023/01/02 00:00:00+00,,-93.27317,44.97997,-10383121.3559291,5618368.3359084,Downtown West,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1651
-93.2378486942123,44.9813231673015,0012XX 4TH ST SE,MP2023422,2,2023/01/01 00:00:00+00,504,2023/01/01 00:00:00+00,2023/01/01 05:04:00+00,230,ROBPER,ROBBERY OF PERSON,04 ,2023/01/02 00:00:00+00,,-93.23785,44.98132,-10379189.8392777,5618581.68015947,Marcy Holmes,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1652
-93.2473410283262,44.9332104226731,0038XX CEDAR AVE S,MP2023432,3,2023/01/01 00:00:00+00,615,2023/01/01 00:00:00+00,2023/01/01 06:15:00+00,500,BURGB,BURGLARY OF BUSINESS,06 ,2023/01/02 00:00:00+00,,-93.24734,44.93321,-10380246.5210877,5611012.95545251,Standish,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1653
-93.2993812726601,45.0158873344071,0033XX IRVING AVE N,MP2023482,4,2023/01/01 00:00:00+00,1518,2023/01/01 00:00:00+00,2023/01/01 15:18:00+00,755,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/02 00:00:00+00,,-93.29938,45.01589,-10386039.6145853,5624022.96874649,Folwell,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1654
-93.3000712830028,44.9914975706114,0015XX PLYMOUTH AVE N,MP2023495,4,2023/01/01 00:00:00+00,1042,2023/01/01 00:00:00+00,2023/01/01 10:42:00+00,20,ASLT2,ASSLT W/DNGRS WEAPON,05 ,2023/01/02 00:00:00+00,,-93.30007,44.9915,-10386116.4261531,5620183.05201308,Near - North,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1655
-93.256723755399,44.9690036779962,0012XX 8TH ST S,MP2023497,1,2023/01/01 00:00:00+00,853,2023/01/01 00:00:00+00,2023/01/01 08:53:00+00,853,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/02 00:00:00+00,,-93.25672,44.969,-10381291.0015372,5616643.06890968,Elliot Park,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1656
-93.2778152451577,44.9674748815993,0015XX NICOLLET AVE,MP2023506,1,2023/01/01 00:00:00+00,1246,2022/12/31 00:00:00+00,2023/01/01 12:46:00+00,0,THEFT,OTHER THEFT,07 ,2023/01/02 00:00:00+00,,-93.27782,44.96747,-10383638.8954282,5616402.52450711,Loring Park,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1657
-93.2676606846944,44.9600250760338,0023XX PORTLAND AVE,MP2023511,3,2023/01/01 00:00:00+00,935,2023/01/01 00:00:00+00,2023/01/01 09:35:00+00,100,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/02 00:00:00+00,,-93.26766,44.96003,-10382508.4948962,5615230.44635443,Phillips West,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1658
-93.2664678459646,44.9501445669748,0028XX OAKLAND AVE,MP2023522,3,2023/01/01 00:00:00+00,1009,2022/12/31 00:00:00+00,2023/01/01 10:09:00+00,1700,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/02 00:00:00+00,,-93.26647,44.95014,-10382375.7086525,5613676.18042664,Phillips West,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1659
-93.267659689361,44.9617930924897,0021XX PORTLAND AVE,MP2023524,3,2023/01/01 00:00:00+00,954,2023/01/01 00:00:00+00,2023/01/01 09:54:00+00,100,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/02 00:00:00+00,,-93.26766,44.96179,-10382508.3840866,5615508.59471251,Ventura Village,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1660
-93.3019668010159,44.9883013737586,0010XX KNOX AVE N,MP2023530,4,2023/01/01 00:00:00+00,1128,2023/01/01 00:00:00+00,2023/01/01 11:28:00+00,1003,ASLT2,ASSLT W/DNGRS WEAPON,05 ,2023/01/02 00:00:00+00,,-93.30197,44.9883,-10386327.434347,5619679.96488865,Near - North,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1661
-93.3086355092062,44.9042294224964,0054XX PENN AVE S,MP2023531,5,2023/01/01 00:00:00+00,1117,2023/01/01 00:00:00+00,2023/01/01 11:17:00+00,630,BURGB,BURGLARY OF BUSINESS,06 ,2023/01/02 00:00:00+00,,-93.30864,44.90423,-10387069.7914579,5606456.94862414,Armatage,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1662
-93.2783992893312,44.9838145992658,0004XX 5TH ST N,MP2023539,1,2023/01/01 00:00:00+00,1111,2023/01/01 00:00:00+00,2023/01/01 11:11:00+00,300,THEFT,OTHER THEFT,07 ,2023/01/02 00:00:00+00,,-93.2784,44.98381,-10383703.9109242,5618973.78593205,North Loop,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1663
-93.2417198249274,44.9627471066488,0021XX FRANKLIN AVE E,MP2023558,3,2023/01/01 00:00:00+00,1401,2023/01/01 00:00:00+00,2023/01/01 14:01:00+00,1054,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/02 00:00:00+00,,-93.24172,44.96275,-10379620.7716052,5615658.6858957,Seward,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1664
-93.2818276116967,44.9232250647202,44TH ST W / PILLSBURY AVE,MP2023566,5,2023/01/01 00:00:00+00,1530,2022/12/31 00:00:00+00,2023/01/01 15:30:00+00,1900,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/02 00:00:00+00,,-93.28183,44.92323,-10384085.55,5609442.931,King Field,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1665
-93.3156389404512,45.0466886668208,0050XX UPTON AVE N,MP2023567,4,2023/01/01 00:00:00+00,1305,2023/01/01 00:00:00+00,2023/01/01 13:05:00+00,1305,THEFT,OTHER THEFT,07 ,2023/01/02 00:00:00+00,,-93.31564,45.04669,-10387849.409918,5628874.6583754,Shingle Creek,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1666
-93.2881472911615,44.9438202878886,0032XX LYNDALE AVE S,MP2023578,5,2023/01/01 00:00:00+00,2056,2023/01/01 00:00:00+00,2023/01/01 20:56:00+00,540,BURGB,BURGLARY OF BUSINESS,06 ,2023/01/02 00:00:00+00,,-93.28815,44.94382,-10384789.0534857,5612681.47211795,South Uptown,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1667
-93.2397379186284,44.9278134971956,0041XX STANDISH AVE,MP2023582,3,2023/01/01 00:00:00+00,1340,2023/01/01 00:00:00+00,2023/01/01 13:40:00+00,1130,ASLT2,ASSLT W/DNGRS WEAPON,05 ,2023/01/01 00:00:00+00,,-93.23974,44.92781,-10379400.146783,5610164.34861548,Standish,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1668
-93.3201447731354,44.9242219743486,0043XX YORK AVE S,MP2023614,5,2023/01/01 00:00:00+00,1438,2022/12/31 00:00:00+00,2023/01/01 14:38:00+00,1900,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/02 00:00:00+00,,-93.32014,44.92422,-10388350.9969455,5609599.66549102,Linden Hills,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1669
-93.2460913460019,44.9546457581761,0026XX LONGFELLOW AVE,MP2023640,3,2023/01/01 00:00:00+00,1528,2022/12/31 00:00:00+00,2023/01/01 15:28:00+00,0,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/02 00:00:00+00,,-93.24609,44.95465,-10380107.4070772,5614384.21282516,East Phillips,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1670
-93.2331381606277,44.9510666664154,0028XX 27TH AVE S,MP2023658,3,2023/01/01 00:00:00+00,1330,2022/12/31 00:00:00+00,2023/01/01 13:30:00+00,215,CARJCK,ROBBERY INCLUDING AUTO THEFT,,2023/01/02 00:00:00+00,,-93.23314,44.95107,-10378665.4650672,5613821.22114307,Longfellow,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1671
-93.3188245335353,44.9025272402252,0055XX XERXES AVE S,MP2023663,5,2023/01/01 00:00:00+00,1446,2023/01/01 00:00:00+00,2023/01/01 14:46:00+00,1355,ROBPAG,ROBBERY PER AGG,04 ,2023/01/02 00:00:00+00,,-93.31882,44.90253,-10388204.0284712,5606189.42558455,Armatage,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1672
-93.2695125176351,44.9757439467412,7TH ST S / 2ND AVE S,MP2023687,1,2023/01/01 00:00:00+00,1617,2023/01/01 00:00:00+00,2023/01/01 16:17:00+00,400,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/02 00:00:00+00,,-93.26951,44.97574,-10382714.64,5617703.675,Downtown West,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1673
-93.224984620816,44.9724853522703,0009XX DELAWARE ST SE,MP2023700016,2,2023/01/01 00:00:00+00,1746,2023/01/01 00:00:00+00,2023/01/01 17:46:00+00,1645,ONLTHT,ONLINE THEFT,07,2023/01/02 00:00:00+00,,-93.22498,44.97249,-10377757.8172341,5617190.90761335,Prospect Park - East River Road,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1674
-93.2307268901657,45.0123026326924,0023XX CLEVELAND ST NE,MP2023702,2,2023/01/01 00:00:00+00,1533,2023/01/01 00:00:00+00,2023/01/01 15:33:00+00,0,BURGD,BURGLARY OF DWELLING,06 ,2023/01/02 00:00:00+00,,-93.23073,45.0123,-10378397.0437334,5623458.49190206,Windom Park,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1675
-93.3125078634267,44.9123935147939,50TH ST W / SHERIDAN AVE S,MP2023703,5,2023/01/01 00:00:00+00,1534,2023/01/01 00:00:00+00,2023/01/01 15:34:00+00,1530,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/02 00:00:00+00,,-93.31251,44.91239,-10387500.86,5607740.166,Fulton,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1676
-93.254076856838,44.9765083033755,0002XX 10TH AVE S,MP2023704,1,2023/01/01 00:00:00+00,1900,2022/12/31 00:00:00+00,2023/01/01 19:00:00+00,1630,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/02 00:00:00+00,,-93.25408,44.97651,-10380996.350066,5617823.95721293,Downtown East,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1677
-93.2446853631063,45.010885832769,0010XX 23RD AVE NE,MP2023705,2,2023/01/01 00:00:00+00,1537,2023/01/01 00:00:00+00,2023/01/01 15:37:00+00,1530,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/02 00:00:00+00,,-93.24469,45.01089,-10379950.8937617,5623235.4006332,Windom Park,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1678
-93.2796592322127,44.9528426003486,0027XX BLAISDELL AVE,MP2023721,5,2023/01/01 00:00:00+00,1611,2022/12/31 00:00:00+00,2023/01/01 16:11:00+00,1600,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/02 00:00:00+00,,-93.27966,44.95284,-10383844.1670874,5614100.57143999,Whittier,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1679
-93.2693603043985,44.9802683701079,0003XX NICOLLET MALL,MP2023722,1,2023/01/01 00:00:00+00,1745,2022/12/31 00:00:00+00,2023/01/01 17:45:00+00,2100,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/02 00:00:00+00,,-93.26936,44.98027,-10382697.6956511,5618415.67960253,Downtown West,2023/01/02 00:00:00+00,2023/01/03 07:50:19+00,1680
