X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.2727418901146,44.9617958816265,0020XX 3RD AVE S,MP202312797,5,2023/01/17 00:00:00+00,900,2023/01/16 00:00:00+00,2023/01/17 09:00:00+00,2000,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/18 00:00:00+00,,-93.27274,44.9618,-10383074.1320762,5615509.03349329,Whittier,2023/01/24 00:00:00+00,2023/01/25 07:03:19+00,1
-93.288017151328,44.9600203773246,0023XX LYNDALE AVE S,MP202314007,5,2023/01/18 00:00:00+00,1800,2023/01/18 00:00:00+00,2023/01/18 18:00:00+00,1800,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.28802,44.96002,-10384774.5663658,5615229.70717379,Whittier,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,2
-93.3034361178339,45.0344064970138,0043XX LOGAN AVE N,MP202314426,4,2023/01/19 00:00:00+00,523,2023/01/18 00:00:00+00,2023/01/19 05:23:00+00,1900,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.30344,45.03441,-10386490.9979176,5626939.71230607,Webber - Camden,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,3
-93.2297378639025,44.9080667674257,0052XX 30TH AVE S,MP202314620,3,2023/01/19 00:00:00+00,1609,2023/01/19 00:00:00+00,2023/01/19 16:09:00+00,1103,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.22974,44.90807,-10378286.9457916,5607060.07285818,Keewaydin,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,4
-93.2385414444167,44.9627523282479,0023XX FRANKLIN AVE E,MP202314622,3,2023/01/19 00:00:00+00,1406,2023/01/19 00:00:00+00,2023/01/19 14:06:00+00,511,THEFT,OTHER THEFT,07 ,2023/01/20 00:00:00+00,,-93.23854,44.96275,-10379266.9559389,5615659.50743328,Seward,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,5
-93.2677034067727,44.952832801881,0027XX PORTLAND AVE,MP202314706,3,2023/01/19 00:00:00+00,1409,2023/01/19 00:00:00+00,2023/01/19 14:09:00+00,100,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.2677,44.95283,-10382513.2507452,5614099.0301225,Phillips West,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,6
-93.2879914963418,45.0068139274068,0026XX LYNDALE AVE N,MP202314723,4,2023/01/19 00:00:00+00,1325,2021/10/31 00:00:00+00,2023/01/19 13:25:00+00,1800,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/20 00:00:00+00,,-93.28799,45.00681,-10384771.7104908,5622594.26339827,Hawthorne,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,7
-93.2994920016969,44.9901717083238,0012XX IRVING AVE N,MP202314735,4,2023/01/19 00:00:00+00,1436,2023/01/09 00:00:00+00,2023/01/19 14:36:00+00,1436,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.29949,44.99017,-10386051.940895,5619974.35547674,Near - North,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,8
-93.2425058301398,44.9633812779873,0009XX 21ST AVE S,MP202314736,3,2023/01/19 00:00:00+00,1337,2023/01/19 00:00:00+00,2023/01/19 13:37:00+00,1100,BURGB,BURGLARY OF BUSINESS,06 ,2023/01/20 00:00:00+00,,-93.24251,44.96338,-10379708.2693058,5615758.4589067,Seward,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,9
-93.2880625485892,45.023929250908,DOWLING AVE N / LYNDALE AVE N,MP202314769,4,2023/01/19 00:00:00+00,1415,2023/01/14 00:00:00+00,2023/01/19 14:15:00+00,300,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/20 00:00:00+00,,-93.28806,45.02393,-10384779.62,5625289.444,Webber - Camden,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,10
-93.2486683655153,44.9438352756091,0032XX 18TH AVE S,MP202314789,3,2023/01/19 00:00:00+00,1529,2023/01/19 00:00:00+00,2023/01/19 15:29:00+00,1505,CARJCK,ROBBERY INCLUDING AUTO THEFT,,2023/01/20 00:00:00+00,,-93.24867,44.94384,-10380394.2796076,5612683.8293391,Powderhorn Park,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,11
-93.2389200537662,44.94213613201,0033XX 23RD AVE S,MP202314798,3,2023/01/19 00:00:00+00,1505,2023/01/19 00:00:00+00,2023/01/19 15:05:00+00,1450,ROBPAG,ROBBERY PER AGG,04 ,2023/01/20 00:00:00+00,,-93.23892,44.94214,-10379309.102518,5612416.5997225,Corcoran,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,12
-93.2518644158877,44.9483670624721,0015XX LAKE ST E,MP202314823,3,2023/01/19 00:00:00+00,1539,2023/01/19 00:00:00+00,2023/01/19 15:39:00+00,1330,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.25186,44.94837,-10380750.0623359,5613396.5961874,Powderhorn Park,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,13
-93.2628707876494,44.8934136197258,0060XX CHICAGO AVE,MP202314837,3,2023/01/19 00:00:00+00,1704,2023/01/19 00:00:00+00,2023/01/19 17:04:00+00,1300,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.26287,44.89341,-10381975.2860138,5604757.22071312,Diamond Lake,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,14
-93.2524823669716,44.9510061941201,0028XX BLOOMINGTON AVE,MP202314852,3,2023/01/19 00:00:00+00,1707,2023/01/18 00:00:00+00,2023/01/19 17:07:00+00,1900,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.25248,44.95101,-10380818.8522726,5613811.70911293,East Phillips,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,15
-93.2480494855733,44.948370212747,0018XX LAKE ST E,MP202314858,3,2023/01/19 00:00:00+00,1728,2023/01/19 00:00:00+00,2023/01/19 17:28:00+00,1620,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.24805,44.94837,-10380325.3862079,5613397.09173476,Powderhorn Park,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,16
-93.2581824190961,44.9684206178699,0014XX 11TH AVE S,MP202314862,1,2023/01/19 00:00:00+00,1737,2023/01/18 00:00:00+00,2023/01/19 17:37:00+00,2200,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.25818,44.96842,-10381453.3792186,5616551.32811461,Elliot Park,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,17
-93.2796336329221,44.9564290920068,0025XX BLAISDELL AVE,MP202314868,5,2023/01/19 00:00:00+00,1700,2023/01/12 00:00:00+00,2023/01/19 17:00:00+00,1200,BURGD,BURGLARY OF DWELLING,06 ,2023/01/20 00:00:00+00,,-93.27963,44.95643,-10383841.3173571,5614664.74461161,Whittier,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,18
-93.2812810272705,44.95822018214,0024XX PILLSBURY AVE,MP202314904,5,2023/01/19 00:00:00+00,2215,2023/01/14 00:00:00+00,2023/01/19 22:15:00+00,1200,THEFT,OTHER THEFT,07 ,2023/01/20 00:00:00+00,,-93.28128,44.95822,-10384024.7045111,5614946.50529274,Whittier,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,19
-93.2094991286734,44.9483480870687,0044XX LAKE ST E,MP202314909,3,2023/01/19 00:00:00+00,1735,2022/12/31 00:00:00+00,2023/01/19 17:35:00+00,900,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.2095,44.94835,-10376033.9801384,5613393.6115839,Cooper,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,20
-93.2257969520561,44.9026463353867,0055XX 32ND AVE S,MP202314923,3,2023/01/19 00:00:00+00,1819,2023/01/17 00:00:00+00,2023/01/19 18:19:00+00,1819,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/20 00:00:00+00,,-93.2258,44.90265,-10377848.2454984,5606208.14288709,Wenonah,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,21
-93.2345772886623,44.9639723273975,0025XX 9TH ST S,MP202314926,3,2023/01/19 00:00:00+00,1842,2023/01/18 00:00:00+00,2023/01/19 18:42:00+00,1900,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.23458,44.96397,-10378825.6681372,5615851.44859403,Seward,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,22
-93.2651103640095,44.9618001015622,0020XX PARK AVE,MP202315029,3,2023/01/19 00:00:00+00,2019,2023/01/19 00:00:00+00,2023/01/19 20:19:00+00,1645,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.26511,44.9618,-10382224.5945047,5615509.69738863,Ventura Village,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,23
-93.2702221705399,44.9422689874288,0033XX 4TH AVE S,MP202315043,3,2023/01/19 00:00:00+00,2058,2023/01/19 00:00:00+00,2023/01/19 20:58:00+00,200,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/20 00:00:00+00,,-93.27022,44.94227,-10382793.6381938,5612437.49398573,Central,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,24
-93.274998676399,44.9697615466302,0012XX 2ND AVE S,MP202315058,1,2023/01/19 00:00:00+00,2217,2023/01/19 00:00:00+00,2023/01/19 22:17:00+00,2217,BURGD,BURGLARY OF DWELLING,06 ,2023/01/20 00:00:00+00,,-93.275,44.96976,-10383325.3563962,5616762.31612293,Loring Park,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,25
-93.2417051096247,44.9640112193649,0021XX 9TH ST S,MP202315113,3,2023/01/19 00:00:00+00,2224,2023/01/19 00:00:00+00,2023/01/19 22:24:00+00,2214,DASTR,DOMESTIC ASSAULT/STRANGULATION,05,2023/01/20 00:00:00+00,,-93.24171,44.96401,-10379619.1334507,5615857.56746286,Seward,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,26
-93.249218376116,44.9233220395555,0017XX 44TH ST E,MP202315185,3,2023/01/20 00:00:00+00,10,2023/01/20 00:00:00+00,2023/01/20 00:10:00+00,10,BURGD,BURGLARY OF DWELLING,06 ,2023/01/20 00:00:00+00,,-93.24922,44.92332,-10380455.5064523,5609458.17727281,Ericsson,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,27
-93.2727564823481,44.96458471853,0018XX 3RD AVE S,MP202315288,5,2023/01/20 00:00:00+00,855,2023/01/20 00:00:00+00,2023/01/20 08:55:00+00,300,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.27276,44.96458,-10383075.7564917,5615947.79699802,Steven's Square - Loring Heights,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,28
-93.2701995267066,44.9792828724613,0004XX NICOLLET MALL,MP202315304,1,2023/01/20 00:00:00+00,1037,2023/01/20 00:00:00+00,2023/01/20 10:37:00+00,820,DASLT2,2ND DEG DOMES ASLT,05 ,2023/01/20 00:00:00+00,,-93.2702,44.97928,-10382791.1174519,5618260.58787973,Downtown West,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,29
-93.2179617742828,44.922428417596,0044XX SNELLING AVE,MP202315308,3,2023/01/20 00:00:00+00,830,2022/01/20 00:00:00+00,2023/01/20 08:30:00+00,500,BURGB,BURGLARY OF BUSINESS,06 ,2023/01/20 00:00:00+00,,-93.21796,44.92243,-10376976.0375032,5609317.68381467,Hiawatha,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,30
-93.2469610544358,44.9836627517617,0006XX UNIVERSITY AVE SE,MP202315313,2,2023/01/20 00:00:00+00,841,2023/01/08 00:00:00+00,2023/01/20 08:41:00+00,0,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/20 00:00:00+00,,-93.24696,44.98366,-10380204.2226199,5618949.88741885,Marcy Holmes,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,31
-93.237475516077,44.8989389874253,0057XX 24TH AVE S,MP202315324,3,2023/01/20 00:00:00+00,910,2022/01/20 00:00:00+00,2023/01/20 09:10:00+00,1700,BURGD,BURGLARY OF DWELLING,06 ,2023/01/20 00:00:00+00,,-93.23748,44.89894,-10379148.2973243,5605625.50481576,Wenonah,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,32
-93.2644824766602,44.9729423531689,0007XX PORTLAND AVE,MP202315331,1,2023/01/20 00:00:00+00,949,2023/01/19 00:00:00+00,2023/01/20 09:49:00+00,800,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/20 00:00:00+00,,-93.26448,44.97294,-10382154.6983607,5617262.81880147,Elliot Park,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,33
-93.2727325117031,44.9296212317282,0040XX 3RD AVE S,MP202315332,3,2023/01/20 00:00:00+00,929,2022/11/07 00:00:00+00,2023/01/20 09:29:00+00,800,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/20 00:00:00+00,,-93.27273,44.92962,-10383073.088144,5610448.5860016,Bryant,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,34
-93.2205485701615,44.969495369795,0001XX 27TH AVE SE,MP202315346,2,2023/01/20 00:00:00+00,947,2023/01/18 00:00:00+00,2023/01/20 09:47:00+00,1500,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.22055,44.9695,-10377263.9983431,5616720.4342211,Prospect Park - East River Road,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,35
-93.299248604069,45.0502321491818,0052XX HUMBOLDT AVE N,MP202315365,4,2023/01/20 00:00:00+00,1105,2023/01/20 00:00:00+00,2023/01/20 11:05:00+00,1003,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.29925,45.05023,-10386024.8459964,5629432.97955278,Lind - Bohanon,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,36
-93.2650221207025,44.9744881270524,0006XX 5TH AVE S,MP202315372,1,2023/01/20 00:00:00+00,1032,2023/01/19 00:00:00+00,2023/01/20 10:32:00+00,2100,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/20 00:00:00+00,,-93.26502,44.97449,-10382214.7713152,5617506.05765937,Downtown West,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,37
-93.295587148226,45.0122371545604,0030XX FREMONT AVE N,MP202315377,4,2023/01/20 00:00:00+00,1115,2023/01/20 00:00:00+00,2023/01/20 11:15:00+00,1027,BURGD,BURGLARY OF DWELLING,06 ,2023/01/20 00:00:00+00,,-93.29559,45.01224,-10385617.2546276,5623448.1815274,Jordan,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,38
-93.2740693261184,44.9386465272344,0035XX 2ND AVE S,MP202315379,3,2023/01/20 00:00:00+00,1035,2023/01/19 00:00:00+00,2023/01/20 10:35:00+00,1900,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/20 00:00:00+00,,-93.27407,44.93865,-10383221.9016374,5611867.8035088,Central,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,39
-93.2779272003949,44.9474942929666,0030XX NICOLLET AVE,MP202315408,5,2023/01/20 00:00:00+00,1157,2023/01/20 00:00:00+00,2023/01/20 11:57:00+00,1114,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.27793,44.94749,-10383651.3581787,5613259.3212318,Lyndale,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,40
-93.2609587181773,45.0099982824799,0004XX 22ND AVE NE,MP202315427,2,2023/01/20 00:00:00+00,1220,2023/01/01 00:00:00+00,2023/01/20 12:20:00+00,1,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/20 00:00:00+00,,-93.26096,45.01,-10381762.4354128,5623095.64854123,Holland,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,41
-93.2856006418912,44.9634547755088,0004XX RIDGEWOOD AVE,MP202315511,5,2023/01/20 00:00:00+00,1425,2023/01/19 00:00:00+00,2023/01/20 14:25:00+00,2200,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.2856,44.96345,-10384505.5618359,5615770.02218296,Steven's Square - Loring Heights,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,42
-93.2722252591133,44.9483539807231,0003XX LAKE ST E,MP202315801,3,2023/01/20 00:00:00+00,1901,2023/01/20 00:00:00+00,2023/01/20 19:01:00+00,1901,THEFT,OTHER THEFT,07 ,2023/01/20 00:00:00+00,,-93.27223,44.94835,-10383016.6209667,5613394.53858825,Central,2023/01/26 00:00:00+00,2023/01/27 07:03:54+00,43
-93.2243333054041,44.904460403022,0054XX 33RD AVE S,MP20232587,3,2023/01/04 00:00:00+00,845,2023/01/04 00:00:00+00,2023/01/04 08:45:00+00,130,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/05 00:00:00+00,,-93.22433,44.90446,-10377685.3131197,5606493.25124573,Wenonah,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,44
-93.2332770823915,45.0195484053174,0028XX GARFIELD ST NE,MP2023700666,2,2023/01/19 00:00:00+00,1118,2022/12/18 00:00:00+00,2023/01/19 11:18:00+00,2000,BURGD,BURGLARY OF DWELLING,06 ,2023/01/20 00:00:00+00,,-93.23328,45.01955,-10378680.9298244,5624599.50765458,Audubon Park,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,45
-93.2716509760336,44.9958728957913,0001XX 10TH AVE NE,MP2023700672,2,2023/01/19 00:00:00+00,1241,2023/01/18 00:00:00+00,2023/01/19 12:41:00+00,2200,THEFT,OTHER THEFT,07 ,2023/01/20 00:00:00+00,,-93.27165,44.99587,-10382952.6921282,5620871.78147313,St. Anthony West,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,46
-93.2742467721331,44.9816380308023,0004XX 2ND AVE N,MP2023700674,1,2023/01/19 00:00:00+00,1255,2023/01/16 00:00:00+00,2023/01/19 12:55:00+00,1730,THEFT,OTHER THEFT,07 ,2023/01/20 00:00:00+00,,-93.27425,44.98164,-10383241.6547606,5618631.23304588,Downtown West,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,47
-93.3009040967297,44.9533413797434,0027XX IRVING AVE S,MP2023700678,5,2023/01/19 00:00:00+00,1413,2023/01/12 00:00:00+00,2023/01/19 14:13:00+00,852,THEFT,OTHER THEFT,07 ,2023/01/20 00:00:00+00,,-93.3009,44.95334,-10386209.1345633,5614179.02981856,East Isles,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,48
-93.2320855228626,44.9707119646402,0004XX EAST RIVER PKWY,MP2023700689,2,2023/01/19 00:00:00+00,1756,2023/01/18 00:00:00+00,2023/01/19 17:56:00+00,1330,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/20 00:00:00+00,,-93.23209,44.97071,-10378548.2859839,5616911.8623146,University of Minnesota,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,49
-93.2478639394497,44.9813765946116,0007XX MAIN ST SE,MP2023700690,2,2023/01/19 00:00:00+00,1801,2022/12/15 00:00:00+00,2023/01/19 18:01:00+00,0,BIKETF,BIKE THEFT,07,2023/01/20 00:00:00+00,,-93.24786,44.98138,-10380304.7313251,5618590.0885165,Marcy Holmes,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,50
-93.2389249325165,44.9438399171473,0032XX 23RD AVE S,MP2023700691,3,2023/01/16 00:00:00+00,1902,2023/01/16 00:00:00+00,2023/01/16 19:02:00+00,1700,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/20 00:00:00+00,,-93.23892,44.94384,-10379309.6456382,5612684.55928189,Corcoran,2023/01/24 00:00:00+00,2023/01/25 07:03:19+00,51
-93.2209364932439,44.9564859968336,0025XX 35TH AVE S,MP2023700693,3,2023/01/19 00:00:00+00,1833,2023/01/17 00:00:00+00,2023/01/19 18:33:00+00,2200,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/20 00:00:00+00,,-93.22094,44.95649,-10377307.1816599,5614673.69629177,Seward,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,52
-93.2197715930177,44.9323854652674,0036XX 39TH ST E,MP2023700698,3,2023/01/19 00:00:00+00,2036,2023/01/19 00:00:00+00,2023/01/19 20:36:00+00,400,THEFT,OTHER THEFT,07 ,2023/01/20 00:00:00+00,,-93.21977,44.93239,-10377177.5056462,5610883.23487193,Howe,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,53
-93.2798675146962,44.928672720919,0001XX 41ST ST W,MP2023700702,5,2023/01/20 00:00:00+00,830,2023/01/19 00:00:00+00,2023/01/20 08:30:00+00,2040,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/20 00:00:00+00,,-93.27987,44.92867,-10383867.3529512,5610299.44666435,King Field,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,54
-93.2197715930177,44.9323854652674,0036XX 39TH ST E,MP2023700703,3,2023/01/20 00:00:00+00,1024,2023/01/14 00:00:00+00,2023/01/20 10:24:00+00,2030,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/20 00:00:00+00,,-93.21977,44.93239,-10377177.5056462,5610883.23487193,Howe,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,55
-93.2448627300692,44.9456502588654,0031XX 19TH AVE S,MP2023700704,3,2023/01/20 00:00:00+00,840,2022/08/20 00:00:00+00,2023/01/20 08:40:00+00,0,THEFT,OTHER THEFT,07 ,2023/01/20 00:00:00+00,,-93.24486,44.94565,-10379970.6381947,5612969.28607491,Corcoran,2023/01/20 00:00:00+00,2023/01/21 07:01:58+00,56
-93.3187017760568,45.0323585420861,0042XX XERXES AVE N,MP202312270,4,2023/01/21 00:00:00+00,1920,2023/01/21 00:00:00+00,2023/01/21 19:20:00+00,1920,CARJCK,ROBBERY INCLUDING AUTO THEFT,,2023/01/17 00:00:00+00,,-93.3187,45.03236,-10388190.3631629,5626617.11570293,Victory,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,57
-93.2753845351529,44.9483516436063,LAKE ST E / STEVENS AVE,MP202315378,5,2023/01/20 00:00:00+00,1140,2023/01/20 00:00:00+00,2023/01/20 11:40:00+00,650,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/20 00:00:00+00,,-93.27538,44.94835,-10383368.31,5613394.171,Whittier,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,58
-93.2693196188009,44.997889179334,0009XX 11TH AVE NE,MP202315471,2,2023/01/20 00:00:00+00,1400,2023/01/20 00:00:00+00,2023/01/20 14:00:00+00,1100,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/21 00:00:00+00,,-93.26932,44.99789,-10382693.1666323,5621189.18680267,St. Anthony West,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,59
-93.2315550721789,44.9510735687211,0028XX 28TH AVE S,MP202316573,3,2023/01/21 00:00:00+00,1630,2023/01/21 00:00:00+00,2023/01/21 16:30:00+00,1600,CARJCK,ROBBERY INCLUDING AUTO THEFT,,2023/01/23 00:00:00+00,,-93.23156,44.95107,-10378489.2365347,5613822.30681287,Longfellow,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,60
-93.2243333054041,44.904460403022,0054XX 33RD AVE S,MP202316755,3,2023/01/21 00:00:00+00,2022,2023/01/21 00:00:00+00,2023/01/21 20:22:00+00,2022,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/21 00:00:00+00,,-93.22433,44.90446,-10377685.3131197,5606493.25124573,Wenonah,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,61
-93.3019614623281,45.0114493617404,30TH AVE N / KNOX AVE N,MP202316908,4,2023/01/22 00:00:00+00,54,2023/01/20 00:00:00+00,2023/01/22 00:54:00+00,2100,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.30196,45.01145,-10386326.84,5623324.134,Jordan,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,62
-93.2994440388473,44.9785098319921,0002XX IRVING AVE N,MP202316999,4,2023/01/22 00:00:00+00,132,2023/01/22 00:00:00+00,2023/01/22 01:32:00+00,132,ROBPAG,ROBBERY PER AGG,04 ,2023/01/23 00:00:00+00,,-93.29944,44.97851,-10386046.6017411,5618138.93327166,Harrison,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,63
-93.2178322884228,44.9492583653086,0029XX 38TH AVE S,MP202317109,3,2023/01/22 00:00:00+00,723,2023/01/21 00:00:00+00,2023/01/22 07:23:00+00,2200,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.21783,44.94926,-10376961.623207,5613536.78837133,Longfellow,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,64
-93.2550215728015,44.9510064617698,0028XX 14TH AVE S,MP202317123,3,2023/01/22 00:00:00+00,735,2023/01/22 00:00:00+00,2023/01/22 07:35:00+00,327,ASLT3,ASLT-SGNFCNT BDLY HM,05 ,2023/01/22 00:00:00+00,,-93.25502,44.95101,-10381101.5154197,5613811.75115983,Midtown Phillips,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,65
-93.2472614259139,44.9644940416,0008XX CEDAR AVE S,MP202317131,3,2023/01/22 00:00:00+00,1045,2023/01/22 00:00:00+00,2023/01/22 10:45:00+00,814,BURGB,BURGLARY OF BUSINESS,06 ,2023/01/23 00:00:00+00,,-93.24726,44.96449,-10380237.6597926,5615933.5305534,Seward,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,66
-93.2523924752561,44.9582356803557,0024XX BLOOMINGTON AVE,MP202317152,3,2023/01/22 00:00:00+00,905,2023/01/21 00:00:00+00,2023/01/22 09:05:00+00,2030,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.25239,44.95824,-10380808.84564,5614948.94338752,East Phillips,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,67
-93.2930684455442,45.015830068763,0033XX DUPONT AVE N,MP202317182,4,2023/01/22 00:00:00+00,1114,2023/01/22 00:00:00+00,2023/01/22 11:14:00+00,1114,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.29307,45.01583,-10385336.8738684,5624013.95089719,Folwell,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,68
-93.2498894176332,44.9564351043406,0025XX 17TH AVE S,MP202317191,3,2023/01/22 00:00:00+00,1104,2023/01/22 00:00:00+00,2023/01/22 11:04:00+00,1102,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.24989,44.95644,-10380530.2064989,5614665.69041476,East Phillips,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,69
-93.2941049738213,44.9915389400021,0012XX 7TH ST N,MP202317201,4,2023/01/22 00:00:00+00,1203,2023/01/22 00:00:00+00,2023/01/22 12:03:00+00,1129,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.2941,44.99154,-10385452.2597056,5620189.56379018,Near - North,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,70
-93.2140071550435,44.9510664731483,0028XX 41ST AVE S,MP202317212,3,2023/01/22 00:00:00+00,1200,2023/01/20 00:00:00+00,2023/01/22 12:00:00+00,800,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/23 00:00:00+00,,-93.21401,44.95107,-10376535.8113194,5613821.19073971,Cooper,2023/01/25 00:00:00+00,2023/01/26 07:03:13+00,71
