"beta0","beta1","beta2","beta3"
-4.32088711449776,-5.22923475981169,-0.866640286870676,-1.53139381020434
-4.32088711449776,-5.22923475981169,-0.866640286870676,-1.53139381020434
-4.32088711449776,-5.22923475981169,-0.866640286870676,-1.36614238712419
-4.32088711449776,-5.22923475981169,-0.800472996739146,-1.36614238712419
-4.52291117838507,-5.22923475981169,-0.800472996739146,-1.36614238712419
-4.52291117838507,-5.22923475981169,0.553281481024633,-1.36614238712419
-4.52291117838507,-5.22923475981169,0.553281481024633,-1.36614238712419
-4.52291117838507,-4.96661158310047,0.553281481024633,-1.36614238712419
-4.52291117838507,-4.97348456721475,0.553281481024633,-1.36614238712419
-4.52291117838507,-4.97348456721475,-1.35009133078827,-1.36614238712419
-4.52291117838507,-4.97348456721475,-1.1235277569089,-1.36614238712419
-4.52291117838507,-4.97348456721475,-1.1235277569089,-1.36614238712419
-4.52291117838507,-4.97348456721475,-1.1235277569089,-1.36614238712419
-4.52291117838507,-4.93210141517445,-1.1235277569089,-1.36614238712419
-4.52291117838507,-4.93210141517445,-0.955795536237367,-1.36614238712419
-4.52291117838507,-4.93210141517445,-0.955795536237367,-1.36614238712419
-4.52291117838507,-4.93210141517445,-0.955795536237367,-1.36614238712419
-4.52291117838507,-4.93210141517445,-0.955795536237367,-1.36614238712419
-4.52291117838507,-4.93210141517445,-0.955795536237367,-1.36614238712419
-4.52454319957514,-4.93210141517445,-0.955795536237367,-1.36614238712419
-4.52454319957514,-4.93210141517445,-0.955795536237367,-1.36614238712419
-4.52454319957514,-4.93210141517445,-0.806166501799928,-1.36614238712419
-4.52454319957514,-4.93210141517445,-0.806166501799928,-1.36614238712419
-4.52454319957514,-4.93210141517445,-0.806166501799928,-1.36614238712419
-4.52454319957514,-4.93210141517445,-0.806166501799928,-1.36614238712419
-4.52454319957514,-4.93210141517445,-0.617084903356669,-1.36614238712419
-4.52454319957514,-4.93210141517445,-0.617084903356669,-1.36614238712419
-4.52454319957514,-4.93210141517445,-0.715116926722564,-1.36614238712419
-4.52454319957514,-4.93210141517445,-0.715116926722564,-1.36614238712419
-4.52454319957514,-4.93210141517445,-0.715116926722564,-1.36614238712419
-4.52454319957514,-4.93210141517445,-0.715116926722564,-1.36614238712419
-4.52454319957514,-4.93210141517445,-0.859236983660545,-1.36614238712419
-4.52454319957514,-4.93210141517445,-0.859236983660545,-1.39779364677875
-4.52454319957514,-4.93210141517445,-0.859236983660545,-1.39779364677875
-4.52454319957514,-4.93210141517445,-0.485909996746574,-1.39779364677875
-4.58367102497983,-4.64682703851711,-1.0907023132646,-1.39779364677875
-4.58367102497983,-4.64682703851711,-1.07239182915095,-1.39779364677875
-4.58367102497983,-4.64682703851711,-1.07239182915095,-1.39779364677875
-4.58367102497983,-4.64682703851711,-1.07239182915095,-1.39779364677875
-4.58367102497983,-4.64682703851711,-1.07239182915095,-1.39779364677875
-4.7054800715108,-4.2476195812011,-1.07239182915095,-1.39779364677875
-4.7054800715108,-4.2476195812011,-1.07239182915095,-1.43231367396644
-4.7054800715108,-4.2476195812011,-1.07239182915095,-1.43231367396644
-4.85371718463661,-4.00256193789813,-1.07239182915095,-1.43231367396644
-4.85371718463661,-4.00256193789813,-0.273054477315889,-1.43231367396644
-4.85371718463661,-4.1354314458997,-0.273054477315889,-1.33050009665296
-4.85371718463661,-4.1354314458997,-0.471569348234843,-1.33050009665296
-4.85371718463661,-4.31259861930298,-0.336727166185679,-1.28472114965222
-4.88527972526458,-4.31259861930298,-0.347939061446646,-1.28472114965222
-4.88527972526458,-4.19907401699303,-0.347939061446646,-1.28472114965222
-4.88527972526458,-4.19907401699303,-0.347939061446646,-1.28472114965222
-4.88527972526458,-4.19907401699303,-0.362319549560408,-1.28472114965222
-4.88527972526458,-4.19907401699303,-0.362319549560408,-1.28472114965222
-4.91850165234306,-4.19907401699303,-0.362319549560408,-1.2327491275749
-4.91850165234306,-4.19907401699303,-0.362319549560408,-1.2327491275749
-4.95060010537079,-4.19907401699303,-0.132099722341035,-1.2327491275749
-4.95060010537079,-4.19907401699303,-0.132099722341035,-1.2327491275749
-4.95060010537079,-4.19907401699303,-0.132099722341035,-1.2327491275749
-4.95060010537079,-4.19907401699303,-0.189778528637785,-1.2327491275749
-4.95060010537079,-4.19907401699303,-0.189778528637785,-1.2327491275749
-4.95060010537079,-4.27085661080669,-0.189778528637785,-1.20280051423141
-4.95060010537079,-4.27085661080669,0.171362154586571,-1.20280051423141
-4.95060010537079,-4.27085661080669,-0.0731575656412933,-1.20280051423141
-4.99361213769107,-4.27085661080669,-0.0731575656412933,-1.02800850600326
-4.99361213769107,-4.27085661080669,-0.0731575656412933,-1.02800850600326
-4.99361213769107,-4.27085661080669,-0.527585535348443,-1.02800850600326
-4.99361213769107,-4.27085661080669,-0.527585535348443,-1.02800850600326
-4.99361213769107,-4.34977930950549,-0.534196360977836,-1.02624832072707
-4.99361213769107,-4.34977930950549,-0.534196360977836,-1.02624832072707
-4.99361213769107,-4.34977930950549,-0.406510423514275,-1.02624832072707
-4.99361213769107,-4.34977930950549,-0.407340441191601,-1.02624832072707
-4.99361213769107,-4.34977930950549,-0.407340441191601,-1.02624832072707
-4.99361213769107,-4.34977930950549,-0.407340441191601,-1.02624832072707
-4.99361213769107,-4.34977930950549,-0.248755030186207,-0.965269517320047
-5.15661677536248,-4.34977930950549,-0.248755030186207,-0.909323065758037
-5.15661677536248,-4.18120031089302,-0.22142766090965,-0.909323065758037
-5.15661677536248,-4.18120031089302,-0.280618878776943,-0.909323065758037
-5.15661677536248,-4.18120031089302,-0.280618878776943,-0.909323065758037
-5.15661677536248,-4.18120031089302,0.0177468585395659,-0.909323065758037
-5.15661677536248,-4.18120031089302,-0.433027551894478,-0.909323065758037
-5.15661677536248,-4.14933931692258,-0.13484944250308,-0.909323065758037
-5.15661677536248,-4.14933931692258,-0.13484944250308,-0.909323065758037
-5.15661677536248,-4.14933931692258,-0.598846139364593,-0.909323065758037
-5.17036499146437,-4.14933931692258,-0.598846139364593,-0.909323065758037
-5.17036499146437,-4.14933931692258,-0.598846139364593,-0.909323065758037
-5.17036499146437,-4.14933931692258,-0.598846139364593,-0.909323065758037
-5.17036499146437,-4.14933931692258,-0.0398891345301796,-0.909323065758037
-5.17036499146437,-4.14933931692258,-0.0398891345301796,-0.909323065758037
-5.17036499146437,-4.14933931692258,0.0460262112361563,-0.909323065758037
-5.17036499146437,-4.14933931692258,0.0460262112361563,-0.909323065758037
-5.17036499146437,-4.14933931692258,0.0460262112361563,-0.896847197381772
-5.17036499146437,-4.14933931692258,-0.412198484997156,-0.809833301591571
-5.17036499146437,-4.14933931692258,-0.412198484997156,-0.809833301591571
-5.17036499146437,-4.14933931692258,-0.361127836971036,-0.914922902967418
-5.17036499146437,-4.14933931692258,-0.361127836971036,-0.914922902967418
-5.17036499146437,-4.14933931692258,-0.200975461698145,-0.914922902967418
-5.17036499146437,-4.06942397045863,-0.200975461698145,-0.914922902967418
-5.17036499146437,-4.06942397045863,-0.200975461698145,-0.914922902967418
-5.2023768186008,-4.06942397045863,-0.200975461698145,-0.914922902967418
-5.2023768186008,-4.06942397045863,-0.263879397120267,-0.914922902967418
-5.2023768186008,-4.06942397045863,-0.263879397120267,-0.914922902967418
-5.2023768186008,-4.06942397045863,-0.263879397120267,-0.914922902967418
-5.2023768186008,-4.06942397045863,0.0127676074098692,-0.914922902967418
-5.2023768186008,-4.06942397045863,-0.393344551209295,-0.914922902967418
-5.2023768186008,-4.06942397045863,-0.393344551209295,-0.914922902967418
-5.2023768186008,-4.06942397045863,-0.24669853936082,-0.914922902967418
-5.2023768186008,-4.06942397045863,-0.24669853936082,-0.914922902967418
-5.2023768186008,-4.06942397045863,-0.24669853936082,-0.914922902967418
-5.2023768186008,-4.06942397045863,0.0167571934422973,-0.878440321436147
-5.2023768186008,-4.06942397045863,-0.176043298937637,-0.878440321436147
-5.2023768186008,-4.06942397045863,-0.419303387946825,-0.8536515140709
-5.2023768186008,-4.06942397045863,-0.540884906858427,-0.8536515140709
-5.2023768186008,-4.06942397045863,-0.540884906858427,-0.867276537820405
-5.2023768186008,-4.06942397045863,-0.540884906858427,-0.867276537820405
-5.2023768186008,-4.06942397045863,-0.540884906858427,-0.867276537820405
-5.2023768186008,-4.06942397045863,-0.295141862506771,-0.867276537820405
-5.20528360083737,-4.06942397045863,-0.316904318340083,-0.867276537820405
-5.20528360083737,-4.04953314174029,-0.316904318340083,-0.847134252781148
-5.20528360083737,-4.04953314174029,-0.316904318340083,-0.847134252781148
-5.20528360083737,-4.04953314174029,-0.378049218393933,-0.847134252781148
-5.20528360083737,-4.04953314174029,-0.478375468238244,-0.847134252781148
-5.20528360083737,-4.13204978434371,-0.268104417865694,-0.847134252781148
-5.20528360083737,-4.13204978434371,-0.304177485645865,-0.847134252781148
-5.22343477506465,-4.13204978434371,-0.304177485645865,-0.847134252781148
-5.22343477506465,-4.13204978434371,-0.304177485645865,-0.847134252781148
-5.22343477506465,-4.13204978434371,-0.304177485645865,-0.847134252781148
-5.22343477506465,-4.13204978434371,-0.304177485645865,-0.847134252781148
-5.22343477506465,-4.13204978434371,-0.304177485645865,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.304177485645865,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.304177485645865,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.466645924585373,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.625954462893406,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.625954462893406,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.954146026387431,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.625514432504404,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.625514432504404,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.625514432504404,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.625514432504404,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.625514432504404,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.625514432504404,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.625514432504404,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.625514432504404,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.625514432504404,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.91239365796104,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.497424715941062,-0.750760884860349
-5.22343477506465,-4.13204978434371,-0.497424715941062,-0.750760884860349
-5.22343477506465,-4.09399015280912,-0.497424715941062,-0.750760884860349
-5.22343477506465,-4.09399015280912,-0.777886598492055,-0.750760884860349
-5.22343477506465,-4.09399015280912,-0.624121363965225,-0.750760884860349
-5.22343477506465,-4.09399015280912,-0.624121363965225,-0.750760884860349
-5.22343477506465,-4.09399015280912,-0.550676297306667,-0.750760884860349
-5.22343477506465,-4.09399015280912,-0.550676297306667,-0.750760884860349
-5.22343477506465,-4.09399015280912,-0.550676297306667,-0.750760884860349
-5.22343477506465,-4.09399015280912,-0.550676297306667,-0.750760884860349
-5.32534681906284,-4.09399015280912,-0.152113418781987,-0.735801854846735
-5.32534681906284,-4.09399015280912,-0.152113418781987,-0.735801854846735
-5.32534681906284,-4.09399015280912,-0.152113418781987,-0.735801854846735
-5.32534681906284,-3.93452894482201,-0.152113418781987,-0.735801854846735
-5.38872617992779,-3.93452894482201,-0.152113418781987,-0.735801854846735
-5.38872617992779,-3.93452894482201,-0.152113418781987,-0.735801854846735
-5.38872617992779,-3.93452894482201,-0.152113418781987,-0.735801854846735
-5.38872617992779,-3.93452894482201,-0.0556335078921406,-0.735801854846735
-5.38872617992779,-3.93452894482201,-0.0556335078921406,-0.735801854846735
-5.38872617992779,-3.93452894482201,0.109489820657538,-0.735801854846735
-5.38872617992779,-3.93452894482201,0.109489820657538,-0.735801854846735
-5.38872617992779,-3.97232510053252,0.109489820657538,-0.735801854846735
-5.38872617992779,-3.97232510053252,0.109489820657538,-0.735801854846735
-5.38872617992779,-3.97232510053252,0.242301908524767,-0.727849730921063
-5.38872617992779,-3.97232510053252,0.242301908524767,-0.727849730921063
-5.42815370245569,-3.97232510053252,0.242301908524767,-0.727849730921063
-5.42815370245569,-3.7903360423912,0.242301908524767,-0.727849730921063
-5.42815370245569,-3.7903360423912,-0.676216172101405,-0.727849730921063
-5.42815370245569,-3.7903360423912,-0.442605662797238,-0.708383201647845
-5.42815370245569,-3.7903360423912,-0.0111167137133077,-0.708383201647845
-5.42815370245569,-3.7903360423912,-0.281531060513949,-0.629259662816517
-5.42815370245569,-3.7903360423912,-0.281531060513949,-0.629259662816517
-5.42815370245569,-3.7903360423912,-0.357663555021794,-0.629259662816517
-5.42815370245569,-3.7903360423912,-0.507057554877531,-0.629259662816517
-5.45699612241148,-3.7903360423912,-0.507057554877531,-0.629259662816517
-5.45699612241148,-3.87868460899943,-0.468474763165758,-0.629259662816517
-5.45699612241148,-3.87868460899943,-0.0736568335934467,-0.640376952339027
-5.45699612241148,-3.87868460899943,-0.0736568335934467,-0.523063790701737
-5.45699612241148,-3.87868460899943,-0.0736568335934467,-0.64906773714077
-5.45699612241148,-3.87868460899943,-0.353775573637312,-0.64906773714077
-5.45699612241148,-3.84678058631865,-0.353775573637312,-0.64906773714077
-5.45699612241148,-3.84678058631865,-0.353775573637312,-0.64906773714077
-5.45699612241148,-3.84678058631865,-0.193343295776312,-0.64906773714077
-5.45699612241148,-3.84678058631865,-0.193343295776312,-0.64906773714077
-5.45699612241148,-3.84678058631865,-0.0872448445739534,-0.64906773714077
-5.45699612241148,-3.84678058631865,-0.173749079532786,-0.64906773714077
-5.45699612241148,-3.84678058631865,-0.173749079532786,-0.64906773714077
-5.45699612241148,-3.84678058631865,-0.173749079532786,-0.64906773714077
-5.45699612241148,-3.88550607395736,0.0791167301520498,-0.64906773714077
-5.45699612241148,-3.90789376845696,0.0791167301520498,-0.64906773714077
-5.45699612241148,-3.90789376845696,-0.122197538289722,-0.64906773714077
-5.45699612241148,-3.90789376845696,-0.122197538289722,-0.64906773714077
-5.48512955778111,-3.90789376845696,-0.122197538289722,-0.64906773714077
-5.48512955778111,-3.90789376845696,0.245683776437826,-0.64906773714077
-5.48512955778111,-3.86702569937791,0.245683776437826,-0.64906773714077
-5.51626115970883,-3.86702569937791,0.245683776437826,-0.508977612548082
-5.51626115970883,-3.86702569937791,0.135714248331107,-0.508977612548082
-5.54860454368368,-3.86702569937791,0.135714248331107,-0.508977612548082
-5.54860454368368,-3.86702569937791,0.135714248331107,-0.508977612548082
-5.54860454368368,-3.86702569937791,0.135714248331107,-0.508977612548082
-5.54860454368368,-3.92944830682761,0.0283200987618191,-0.508977612548082
-5.54860454368368,-3.73031127938035,-0.263306449525985,-0.508977612548082
-5.62026252565451,-3.73031127938035,-0.263306449525985,-0.46396042802805
-5.62026252565451,-3.73031127938035,-0.248056438814528,-0.46396042802805
-5.62026252565451,-3.67609298881097,-0.248056438814528,-0.46396042802805
-5.67392750449705,-3.67609298881097,-0.248056438814528,-0.401339516975662
-5.67392750449705,-3.67289725405641,-0.248056438814528,-0.401339516975662
-5.69509541757048,-3.67387336273729,-0.248056438814528,-0.401339516975662
-5.69509541757048,-3.67387336273729,-0.248056438814528,-0.401339516975662
-5.69509541757048,-3.67387336273729,-0.28732411254425,-0.320965202132774
-5.69509541757048,-3.67387336273729,-0.28732411254425,-0.320965202132774
-5.69509541757048,-3.67387336273729,-0.28732411254425,-0.320965202132774
-5.69509541757048,-3.67387336273729,-0.598484619224289,-0.320965202132774
-5.69509541757048,-3.67387336273729,-0.598484619224289,-0.320965202132774
-5.69509541757048,-3.67387336273729,-0.598484619224289,-0.320965202132774
-5.69509541757048,-3.67387336273729,-0.598484619224289,-0.320965202132774
-5.69509541757048,-3.67387336273729,-0.598484619224289,-0.320965202132774
-5.69509541757048,-3.67387336273729,-0.53487315249136,-0.320965202132774
-5.69509541757048,-3.67387336273729,-0.53487315249136,-0.320965202132774
